Sample,Target,EqCq Mean,EqCq Mean2,EqCq Mean3,EqCq Mean4,Lot,Column3,Instrument ,Mean_Cq,Plate
446,IPC,27.33841021,27.23114664,26.98730488,27.2157433,Batch-26-NC,446,,27.19284987,5
446,P.Mar cytb,,,,,Batch-26-NC,446,,#NUM!,5
447,IPC,27.25468064,27.25533276,26.92537108,27.18318785,SLCA-LY-001-NC-D-F,447,DIY,27.15430348,5
447,P.Mar cytb,,,,,SLCA-LY-001-NC-D-F,447,DIY,#NUM!,5
448,IPC,27.53225075,27.42557514,27.26008654,27.33182461,SLCA-LY-001-R1-D-F,448,DIY,27.38724386,5
448,P.Mar cytb,35.54383152,36.10912523,35.10704624,34.10597601,SLCA-LY-001-R1-D-F,448,DIY,35.20882206,5
449,IPC,27.56764451,27.37142921,27.12643709,27.2496068,SLCA-LY-001-R2-D-F,449,DIY,27.32829471,5
449,P.Mar cytb,36.3380411,34.38076479,35.32126984,35.38003763,SLCA-LY-001-R2-D-F,449,DIY,35.34824944,5
450,IPC,27.51741355,27.29124289,27.18363606,27.22358399,SLCA-LY-001-R3-D-F,450,DIY,27.30366477,5
450,P.Mar cytb,35.12392884,35.95243526,36.10151627,34.81412294,SLCA-LY-001-R3-D-F,450,DIY,35.49384723,5
451,IPC,27.24437575,27.30336986,26.98823543,27.15838454,SLCA-LY-002-NC-D-F,451,DIY,27.17333133,5
451,P.Mar cytb,,,,,SLCA-LY-002-NC-D-F,451,DIY,#NUM!,5
452,IPC,27.44567409,27.39277194,27.02445625,27.22741736,SLCA-LY-002-R1-D-F,452,DIY,27.27208389,5
452,P.Mar cytb,38.90814132,39.07421446,41.15371332,38.21613702,SLCA-LY-002-R1-D-F,452,DIY,39.32299956,5
453,IPC,27.35860782,27.42950356,27.01233125,27.24654911,SLCA-LY-002-R2-D-F,453,DIY,27.26128846,5
453,P.Mar cytb,36.57492664,35.94137676,34.66521355,33.52955351,SLCA-LY-002-R2-D-F,453,DIY,35.15806427,5
454,IPC,27.37407447,27.38028644,26.98065937,27.2746413,SLCA-LY-002-R3-D-F,454,DIY,27.25192968,5
454,P.Mar cytb,41.19633876,39.33609625,,,SLCA-LY-002-R3-D-F,454,DIY,40.2554735,5
455,IPC,27.28860736,27.21845958,26.88382135,27.25261309,SLCA-LY-003-NC-D-F,455,DIY,27.16039093,5
455,P.Mar cytb,,,,,SLCA-LY-003-NC-D-F,455,DIY,#NUM!,5
456,IPC,27.37914077,27.29435353,26.9958858,27.25380147,SLCA-LY-003-R1-D-F,456,DIY,27.23041902,5
456,P.Mar cytb,,,,,SLCA-LY-003-R1-D-F,456,DIY,#NUM!,5
457,IPC,27.38062684,27.26504475,26.96524511,27.12696279,SLCA-LY-003-R2-D-F,457,DIY,27.18402659,5
457,P.Mar cytb,,,40.22556951,,SLCA-LY-003-R2-D-F,457,DIY,40.22556951,5
458,IPC,27.34278099,27.36112336,26.94056383,27.20704018,SLCA-LY-003-R3-D-F,458,DIY,27.21235617,5
458,P.Mar cytb,,,,,SLCA-LY-003-R3-D-F,458,DIY,#NUM!,5
459,IPC,27.31021381,27.3370389,26.9421199,27.15750108,SLCA-LY-004-NC-D-F,459,DIY,27.18626433,5
459,P.Mar cytb,,,,,SLCA-LY-004-NC-D-F,459,DIY,#NUM!,5
460,IPC,27.48614123,27.40747378,27.11837398,27.37541295,SLCA-LY-004-R1-D-F,460,DIY,27.34650166,5
460,P.Mar cytb,38.170724,43,41.41201323,38.05819693,SLCA-LY-004-R1-D-F,460,DIY,40.10452266,5
461,IPC,27.6431935,27.53949606,27.186312,27.34043322,SLCA-LY-004-R2-D-F,461,DIY,27.42678947,5
461,P.Mar cytb,40.44128821,37.64826855,37.49509547,37.00572905,SLCA-LY-004-R2-D-F,461,DIY,38.12442957,5
462,IPC,27.91151963,27.60732849,27.33773248,27.5343526,SLCA-LY-004-R3-D-F,462,DIY,27.59696393,5
462,P.Mar cytb,,,,43.45201827,SLCA-LY-004-R3-D-F,462,DIY,43.45201827,5
463,IPC,27.27286414,27.28227998,26.94113243,27.18794278,SLCA-LY-005-NC-D-F,463,DIY,27.17070462,5
463,P.Mar cytb,,,,,SLCA-LY-005-NC-D-F,463,DIY,#NUM!,5
464,IPC,27.46753409,27.43720992,27.08159862,27.44462537,SLCA-LY-005-R1-D-F,464,DIY,27.35727308,5
464,P.Mar cytb,,,,,SLCA-LY-005-R1-D-F,464,DIY,#NUM!,5
465,IPC,27.29171219,27.38331164,27.03248287,27.25166528,SLCA-LY-005-R2-D-F,465,DIY,27.23948758,5
465,P.Mar cytb,,,,,SLCA-LY-005-R2-D-F,465,DIY,#NUM!,5
466,IPC,27.47689091,27.40405837,27.12032923,27.271633,SLCA-LY-005-R3-D-F,466,DIY,27.31788948,5
466,P.Mar cytb,,,,,SLCA-LY-005-R3-D-F,466,DIY,#NUM!,5
467,IPC,27.28915132,27.32678719,26.93548247,27.13270775,Batch-27-NC,467,,27.1705935,5
467,P.Mar cytb,,,,,Batch-27-NC,467,,#NUM!,5
480,IPC,27.34253992,27.2560488,26.83650234,27.06749012,Batch-28-NC,480,,27.12494793,5
480,P.Mar cytb,,,,,Batch-28-NC,480,,#NUM!,5
481,IPC,27.31300882,27.32840355,26.95476182,27.17094387,SLCA-HR-001-NC-OS-F,481,OS,27.19136488,5
481,P.Mar cytb,,,,,SLCA-HR-001-NC-OS-F,481,OS,#NUM!,5
482,IPC,27.51580457,27.39692102,26.99398022,27.44647285,SLCA-HR-001-R1-OS-F,482,OS,27.33753551,5
482,P.Mar cytb,,40.84127711,38.19281483,36.25340792,SLCA-HR-001-R1-OS-F,482,OS,38.38338508,5
483,IPC,27.45958131,27.50850338,27.12105435,27.35986861,SLCA-HR-001-R2-OS-F,483,OS,27.36184401,5
483,P.Mar cytb,39.30215511,39.21005203,,,SLCA-HR-001-R2-OS-F,483,OS,39.25607656,5
484,IPC,27.47549929,27.36581893,27.042608,27.2076645,SLCA-HR-001-R3-OS-F,484,OS,27.27240702,5
484,P.Mar cytb,,,39.31315264,,SLCA-HR-001-R3-OS-F,484,OS,39.31315264,5
485,IPC,27.39289854,27.25670583,26.96114558,27.22947312,SLCA-HR-004-NC-OS-F,485,OS,27.20960479,5
485,P.Mar cytb,,,,,SLCA-HR-004-NC-OS-F,485,OS,#NUM!,5
486,IPC,27.49392291,27.44538928,27.18265382,27.45674232,SLCA-HR-004-R1-OS-F,486,OS,27.39439679,5
486,P.Mar cytb,39.79478215,40.00795899,40.96377287,35.98544078,SLCA-HR-004-R1-OS-F,486,OS,39.14036092,5
487,IPC,27.49882421,27.59753107,27.02109923,27.42848099,SLCA-HR-004-R2-OS-F,487,OS,27.38560131,5
487,P.Mar cytb,35.23646957,34.92777647,35.41222731,34.48720269,SLCA-HR-004-R2-OS-F,487,OS,35.01415381,5
488,IPC,27.52797765,27.45681648,27.08643219,27.51377958,SLCA-HR-004-R3-OS-F,488,OS,27.39565172,5
488,P.Mar cytb,,,,38.25793279,SLCA-HR-004-R3-OS-F,488,OS,38.25793279,5
489,IPC,28.57568547,27.24263454,27.06087482,27.25155593,SLCA-HR-005-NC-OS-F,489,OS,27.5261026,6
489,P.Mar cytb,,,,,SLCA-HR-005-NC-OS-F,489,OS,#NUM!,6
490,IPC,27.4910583,27.22672637,27.31172429,27.26838401,SLCA-HR-005-R1-OS-F,490,OS,27.32428784,6
490,P.Mar cytb,,,,,SLCA-HR-005-R1-OS-F,490,OS,#NUM!,6
491,IPC,27.32691716,27.22102423,27.20649368,27.28622037,SLCA-HR-005-R2-OS-F,491,OS,27.26012009,6
491,P.Mar cytb,,,,,SLCA-HR-005-R2-OS-F,491,OS,#NUM!,6
492,IPC,27.41655248,27.22190056,27.2838836,27.42264646,SLCA-HR-005-R3-OS-F,492,OS,27.33610977,6
492,P.Mar cytb,,,,,SLCA-HR-005-R3-OS-F,492,OS,#NUM!,6
493,IPC,27.20861241,27.14740322,27.00513107,27.13091449,Batch-29-NC,493,,27.12291434,6
493,P.Mar cytb,,,,,Batch-29-NC,493,,#NUM!,6
494,IPC,27.17087538,27.09575507,27.06059591,27.06962074,SLCA-GL-001-NC-D-F,494,DIY,27.09917715,6
494,P.Mar cytb,37.72666664,,,37.90624957,SLCA-GL-001-NC-D-F,494,DIY,37.81635151,6
495,IPC,27.2037562,27.18994753,27.23777147,27.24505161,SLCA-GL-001-R1-D-F,495,DIY,27.21912203,6
495,P.Mar cytb,35.09485544,35.42402107,34.8079752,34.61412443,SLCA-GL-001-R1-D-F,495,DIY,34.98391078,6
496,IPC,27.44184311,27.2247593,27.21510798,27.27314027,SLCA-GL-001-R2-D-F,496,DIY,27.28856092,6
496,P.Mar cytb,34.62913372,35.12870539,34.71453469,36.14688323,SLCA-GL-001-R2-D-F,496,DIY,35.1496896,6
497,IPC,27.23278407,27.10517428,27.13734389,27.14031401,SLCA-GL-001-R3-D-F,497,DIY,27.15386242,6
497,P.Mar cytb,31.58052179,31.99555937,31.94378625,32.56809239,SLCA-GL-001-R3-D-F,497,DIY,32.02004444,6
498,IPC,27.2176529,27.16107595,27.11173656,27.27467937,SLCA-GL-002-NC-D-F,498,DIY,27.19121775,6
498,P.Mar cytb,36.42375114,,,,SLCA-GL-002-NC-D-F,498,DIY,36.42375114,6
499,IPC,27.36430729,27.30753471,27.29632629,27.28670809,SLCA-GL-002-R1-D-F,499,DIY,27.3137025,6
499,P.Mar cytb,34.07071711,33.66995983,33.41781654,34.62042519,SLCA-GL-002-R1-D-F,499,DIY,33.94169958,6
500,IPC,27.42737262,27.29374666,27.318132,27.29379795,SLCA-GL-002-R2-D-F,500,DIY,27.33320657,6
500,P.Mar cytb,32.81818746,33.31467564,33.05928211,34.42405564,SLCA-GL-002-R2-D-F,500,DIY,33.39845743,6
501,IPC,27.22411669,27.13770094,27.13561056,27.30140918,SLCA-GL-002-R3-D-F,501,DIY,27.19962258,6
501,P.Mar cytb,35.38432494,35.00292689,34.86957316,35.8662841,SLCA-GL-002-R3-D-F,501,DIY,35.27865934,6
502,IPC,27.22147509,27.11275667,27.12265963,27.15650569,SLCA-GL-003-NC-D-F,502,DIY,27.15331596,6
502,P.Mar cytb,37.66237017,,36.91478162,40.00237422,SLCA-GL-003-NC-D-F,502,DIY,38.17079804,6
503,IPC,27.23729325,27.16328696,27.22433034,27.26674071,SLCA-GL-003-R1-D-F,503,DIY,27.2228867,6
503,P.Mar cytb,31.96998015,32.17839245,32.243059,33.00895444,SLCA-GL-003-R1-D-F,503,DIY,32.3477203,6
504,IPC,27.37237426,27.40880676,27.38257475,27.36393635,SLCA-GL-003-R2-D-F,504,DIY,27.38191784,6
504,P.Mar cytb,35.26858043,34.50966593,36.47449538,36.05136708,SLCA-GL-003-R2-D-F,504,DIY,35.56804061,6
505,IPC,27.34460337,27.31625143,27.1815004,27.23279196,SLCA-GL-003-R3-D-F,505,DIY,27.26870923,6
505,P.Mar cytb,34.4297049,34.61773767,36.48363923,36.00484486,SLCA-GL-003-R3-D-F,505,DIY,35.37307133,6
506,IPC,27.20872658,27.08612853,27.18437366,27.18929431,SLCA-GL-001-NC-OS-F,506,OS,27.16708894,6
506,P.Mar cytb,,,,,SLCA-GL-001-NC-OS-F,506,OS,#NUM!,6
507,IPC,27.47260221,27.37964247,27.24971564,27.31351426,SLCA-GL-001-R1-OS-F,507,OS,27.35374423,6
507,P.Mar cytb,33.20393993,33.06594846,33.35066921,34.08185055,SLCA-GL-001-R1-OS-F,507,OS,33.42331955,6
508,IPC,27.41420302,27.44502768,27.95041198,27.30047534,SLCA-GL-001-R2-OS-F,508,OS,27.52640086,6
508,P.Mar cytb,34.45486789,35.13403023,34.52830277,34.82109096,SLCA-GL-001-R2-OS-F,508,OS,34.73353943,6
509,IPC,27.42792945,27.2235118,27.29182066,27.20216423,SLCA-GL-001-R3-OS-F,509,OS,27.28621424,6
509,P.Mar cytb,34.23602048,34.85917543,34.641745,34.43976177,SLCA-GL-001-R3-OS-F,509,OS,34.54339921,6
510,IPC,27.29854761,27.10245341,27.09928395,27.20924137,SLCA-GL-002-NC-OS-F,510,OS,27.17725562,6
510,P.Mar cytb,,,,,SLCA-GL-002-NC-OS-F,510,OS,#NUM!,6
511,IPC,27.42741364,27.35257702,27.17811618,27.23656333,SLCA-GL-002-R1-OS-F,511,OS,27.29849416,6
511,P.Mar cytb,31.93914527,32.20616326,32.40661806,33.19725395,SLCA-GL-002-R1-OS-F,511,OS,32.43392722,6
512,IPC,27.35475911,27.42796347,27.35248981,31.52970909,SLCA-GL-002-R2-OS-F,512,OS,28.36193265,6
512,P.Mar cytb,32.40324708,32.50975824,33.52348983,42.23025031,SLCA-GL-002-R2-OS-F,512,OS,34.94570349,6
513,IPC,27.4051895,27.33269084,27.33023271,27.31925787,SLCA-GL-002-R3-OS-F,513,OS,27.34682153,6
513,P.Mar cytb,34.12732908,34.71627583,34.65030273,34.59543621,SLCA-GL-002-R3-OS-F,513,OS,34.52155251,6
514,IPC,27.32603001,27.14117424,27.12855057,27.10615448,Batch-30-NC,514,,27.17533575,6
514,P.Mar cytb,,,,,Batch-30-NC,514,,#NUM!,6
515,IPC,27.1685281,27.20667636,27.18348,27.19647571,SLCA-GL-003-NC-OS-F,515,OS,27.18878628,6
515,P.Mar cytb,,,,,SLCA-GL-003-NC-OS-F,515,OS,#NUM!,6
516,IPC,27.27198221,27.1887004,27.22053614,27.28685855,SLCA-GL-003-R1-OS-F,516,OS,27.24199081,6
516,P.Mar cytb,36.87291439,36.45784451,35.61997748,35.90381875,SLCA-GL-003-R1-OS-F,516,OS,36.21038849,6
517,IPC,27.64723751,27.37794062,27.33333282,27.48944556,SLCA-GL-003-R2-OS-F,517,OS,27.4617224,6
517,P.Mar cytb,38.32009268,37.43615289,37.55005355,37.75346716,SLCA-GL-003-R2-OS-F,517,OS,37.76341762,6
518,IPC,27.54751937,27.40122813,27.32831781,27.44828044,SLCA-GL-003-R3-OS-F,518,OS,27.43122118,6
518,P.Mar cytb,35.98568713,35.30613359,36.04080153,36.41739788,SLCA-GL-003-R3-OS-F,518,OS,35.93526302,6
519,IPC,27.20469579,27.10321197,27.04389855,27.11779757,SLUS-CD-005-NC-D-F,519,DIY,27.11734004,6
519,P.Mar cytb,,,,,SLUS-CD-005-NC-D-F,519,DIY,#NUM!,6
520,IPC,27.379189,27.25645296,27.26196528,27.34465859,SLUS-CD-005-R1-D-F,520,DIY,27.31051538,6
520,P.Mar cytb,,,,,SLUS-CD-005-R1-D-F,520,DIY,#NUM!,6
521,IPC,27.56149371,27.45264366,27.26274985,27.43565869,SLUS-CD-005-R2-D-F,521,DIY,27.42792754,6
521,P.Mar cytb,,,,,SLUS-CD-005-R2-D-F,521,DIY,#NUM!,6
522,IPC,27.36547397,27.39242585,27.29867534,27.34771866,SLUS-CD-005-R3-D-F,522,DIY,27.35105209,6
522,P.Mar cytb,,,,,SLUS-CD-005-R3-D-F,522,DIY,#NUM!,6
523,IPC,27.35345285,27.22107966,27.25229838,27.24537486,SLUS-CD-005-NC-OS-F,523,OS,27.26800445,6
523,P.Mar cytb,,,,,SLUS-CD-005-NC-OS-F,523,OS,#NUM!,6
524,IPC,27.42284023,27.4729286,27.34530554,27.58219409,SLUS-CD-005-R1-OS-F,524,OS,27.45568258,6
524,P.Mar cytb,,,,,SLUS-CD-005-R1-OS-F,524,OS,#NUM!,6
525,IPC,27.42428146,27.27721133,27.3248665,27.38608798,SLUS-CD-005-R2-OS-F,525,OS,27.35305372,6
525,P.Mar cytb,,36.77851212,,,SLUS-CD-005-R2-OS-F,525,OS,36.77851212,6
526,IPC,27.43983389,27.23405341,27.19805391,27.26890384,SLUS-CD-005-R3-OS-F,526,OS,27.28505405,6
526,P.Mar cytb,,35.76448535,,,SLUS-CD-005-R3-OS-F,526,OS,35.76448535,6
527,IPC,27.20977977,27.12491708,27.07099138,27.27167558,SLUS-AU-003-NC-OS-F,527,OS,27.16923168,6
527,P.Mar cytb,,,,,SLUS-AU-003-NC-OS-F,527,OS,#NUM!,6
528,IPC,27.32305183,27.14451123,27.18486602,27.1715807,SLUS-AU-003-R1-OS-F,528,OS,27.20591477,6
528,P.Mar cytb,,,,,SLUS-AU-003-R1-OS-F,528,OS,#NUM!,6
529,IPC,27.17877696,27.12339163,27.21255863,27.28579823,SLUS-AU-003-R2-OS-F,529,OS,27.20006779,6
529,P.Mar cytb,,34.83764363,,,SLUS-AU-003-R2-OS-F,529,OS,34.83764363,6
530,IPC,27.15478811,27.0376263,27.08636025,27.21532924,SLUS-AU-003-R3-OS-F,530,OS,27.12344227,6
530,P.Mar cytb,,37.77557629,,,SLUS-AU-003-R3-OS-F,530,OS,37.77557629,6
531,IPC,27.15261006,27.22593075,27.04123694,27.21225946,SLUS-AU-003-NC-D-F,531,DIY,27.1579115,6
531,P.Mar cytb,,,,,SLUS-AU-003-NC-D-F,531,DIY,#NUM!,6
532,IPC,27.13551739,27.20568682,27.20736337,27.34225182,SLUS-AU-003-R1-D-F,532,DIY,27.22260203,6
532,P.Mar cytb,38.15201291,,,,SLUS-AU-003-R1-D-F,532,DIY,38.15201291,6
533,IPC,27.39201695,27.17766799,27.30262973,27.40987306,SLUS-AU-003-R2-D-F,533,DIY,27.32039198,6
533,P.Mar cytb,39.05660995,,37.48162664,,SLUS-AU-003-R2-D-F,533,DIY,38.26101504,6
534,IPC,27.28618878,27.15748834,27.24239927,27.23832954,SLUS-AU-003-R3-D-F,534,DIY,27.23106183,6
534,P.Mar cytb,38.39546837,,,,SLUS-AU-003-R3-D-F,534,DIY,38.39546837,6
535,IPC,27.21724055,27.17733052,27.19604827,27.20128354,Batch-31-NC,535,,27.19797199,6
535,P.Mar cytb,,,,,Batch-31-NC,535,,#NUM!,6
540,IPC,27.21314428,27.20690268,27.03600545,27.18843618,SLCA-HR-001-NC-D-F,540,DIY,27.16102438,6
540,P.Mar cytb,,,,,SLCA-HR-001-NC-D-F,540,DIY,#NUM!,6
541,IPC,27.17803108,27.08610011,27.05017719,27.15618231,SLCA-HR-001-R1-D-F,541,DIY,27.11757344,6
541,P.Mar cytb,34.56420772,,34.21676005,36.58503313,SLCA-HR-001-R1-D-F,541,DIY,35.10667088,6
542,IPC,27.16668592,27.06187766,27.11655937,27.15326616,SLCA-HR-001-R2-D-F,542,DIY,27.12456688,6
542,P.Mar cytb,35.80556639,,36.11619765,36.26964391,SLCA-HR-001-R2-D-F,542,DIY,36.06328524,6
543,IPC,27.28567899,27.08296537,27.13758789,27.1019456,SLCA-HR-001-R3-D-F,543,DIY,27.15192798,6
543,P.Mar cytb,,,,,SLCA-HR-001-R3-D-F,543,DIY,#NUM!,6
544,IPC,27.2481056,27.18252231,27.14471174,27.19652189,SLCA-HR-004-NC-D-F,544,DIY,27.19294015,6
544,P.Mar cytb,,,,,SLCA-HR-004-NC-D-F,544,DIY,#NUM!,6
545,IPC,27.20200404,27.23381345,27.0869516,27.12612597,SLCA-HR-004-R1-D-F,545,DIY,27.16216082,6
545,P.Mar cytb,,,37.65987479,,SLCA-HR-004-R1-D-F,545,DIY,37.65987479,6
546,IPC,27.28876412,27.21906002,27.04993655,27.15452464,SLCA-HR-004-R2-D-F,546,DIY,27.17792911,6
546,P.Mar cytb,,,,,SLCA-HR-004-R2-D-F,546,DIY,#NUM!,6
547,IPC,27.29388614,27.27891354,27.20934402,27.29866188,SLCA-HR-004-R3-D-F,547,DIY,27.27017776,6
547,P.Mar cytb,36.58972218,,37.39362764,,SLCA-HR-004-R3-D-F,547,DIY,36.98949103,6
548,IPC,27.34444886,27.19884526,27.10220591,27.20106101,SLCA-HR-005-NC-D-F,548,DIY,27.21150307,6
548,P.Mar cytb,,,,,SLCA-HR-005-NC-D-F,548,DIY,#NUM!,6
549,IPC,27.19455805,27.13730149,27.04699626,27.0657487,SLCA-HR-005-R1-D-F,549,DIY,27.11108745,6
549,P.Mar cytb,,,,,SLCA-HR-005-R1-D-F,549,DIY,#NUM!,6
550,IPC,27.39093276,27.21792421,27.15973723,27.2786042,SLCA-HR-005-R2-D-F,550,DIY,27.26166537,6
550,P.Mar cytb,,,,,SLCA-HR-005-R2-D-F,550,DIY,#NUM!,6
551,IPC,27.16975885,27.1820977,27.12894499,27.18936048,SLCA-HR-005-R3-D-F,551,DIY,27.16753046,6
551,P.Mar cytb,,,,,SLCA-HR-005-R3-D-F,551,DIY,#NUM!,6
552,IPC,27.2389282,27.18489246,27.12421063,27.16504153,SLUS-ET-002-NC-OS-F,552,OS,27.17823684,6
552,P.Mar cytb,,,,,SLUS-ET-002-NC-OS-F,552,OS,#NUM!,6
553,IPC,27.22396426,27.20640596,27.06831805,27.21185341,SLUS-ET-002-R1-OS-F,553,OS,27.17756126,6
553,P.Mar cytb,,,,,SLUS-ET-002-R1-OS-F,553,OS,#NUM!,6
554,IPC,27.30968492,27.08950088,27.03859049,27.12430018,SLUS-ET-002-R2-OS-F,554,OS,27.14032668,6
554,P.Mar cytb,,,,,SLUS-ET-002-R2-OS-F,554,OS,#NUM!,6
555,IPC,27.28041719,27.22162005,27.16768382,27.16988235,SLUS-ET-002-R3-OS-F,555,OS,27.20986186,6
555,P.Mar cytb,,,,,SLUS-ET-002-R3-OS-F,555,OS,#NUM!,6
556,IPC,27.32371692,27.16279357,27.15405421,27.14463238,Batch-32-NC,556,,27.19619922,6
556,P.Mar cytb,,,,,Batch-32-NC,556,,#NUM!,6
557,IPC,27.15373298,27.12682126,27.08325845,27.17839534,SLUS-ET-003-NC-OS-F,557,OS,27.13552908,6
557,P.Mar cytb,35.47629881,34.53567804,34.3457622,35.38738945,SLUS-ET-003-NC-OS-F,557,OS,34.9326871,6
558,IPC,27.32634761,27.32307956,27.16814769,27.21177215,SLUS-ET-003-R1-OS-F,558,OS,27.25724907,6
558,P.Mar cytb,,,,,SLUS-ET-003-R1-OS-F,558,OS,#NUM!,6
559,IPC,27.31873359,27.40226439,27.17854914,27.35158856,SLUS-ET-003-R2-OS-F,559,OS,27.31265757,6
559,P.Mar cytb,,,,,SLUS-ET-003-R2-OS-F,559,OS,#NUM!,6
560,IPC,28.63174596,28.70612646,29.64900363,28.57465534,SLUS-ET-003-R3-OS-F,560,OS,28.88706259,6
560,P.Mar cytb,,,,,SLUS-ET-003-R3-OS-F,560,OS,#NUM!,6
561,IPC,27.18282602,27.21781216,27.01647019,27.19249097,SLUS-ET-005-NC-OS-F,561,OS,27.15228317,6
561,P.Mar cytb,,,,,SLUS-ET-005-NC-OS-F,561,OS,#NUM!,6
562,IPC,27.80563785,27.29894665,27.26506471,27.88361212,SLUS-ET-005-R1-OS-F,562,OS,27.56186361,6
562,P.Mar cytb,,,,,SLUS-ET-005-R1-OS-F,562,OS,#NUM!,6
563,IPC,27.45750684,27.3547994,27.36803576,27.49937244,SLUS-ET-005-R2-OS-F,563,OS,27.4198618,6
563,P.Mar cytb,,,,,SLUS-ET-005-R2-OS-F,563,OS,#NUM!,6
564,IPC,28.85223559,28.63942313,28.66245909,33.18777595,SLUS-ET-005-R3-OS-F,564,OS,29.77548425,6
564,P.Mar cytb,,,,,SLUS-ET-005-R3-OS-F,564,OS,#NUM!,6
565,IPC,27.21003313,27.10290575,27.05260746,27.42953751,SLUS-ET-003-NC-D-F,565,DIY,27.19838614,6
565,P.Mar cytb,,,,,SLUS-ET-003-NC-D-F,565,DIY,#NUM!,6
566,IPC,28.11823824,27.97256175,27.95003372,29.1590015,SLUS-ET-003-R1-D-F,566,DIY,28.29559515,6
566,P.Mar cytb,43,43,43.69061629,,SLUS-ET-003-R1-D-F,566,DIY,43.22898388,6
567,IPC,28.27766629,28.16908833,28.06984985,35.97337107,SLUS-ET-003-R2-D-F,567,DIY,29.94741879,6
567,P.Mar cytb,44.32244591,,,,SLUS-ET-003-R2-D-F,567,DIY,44.32244591,6
568,IPC,28.29355824,28.19551256,28.02215551,28.21155875,SLUS-ET-003-R3-D-F,568,DIY,28.18052281,6
568,P.Mar cytb,44.15951487,44.54181372,,,SLUS-ET-003-R3-D-F,568,DIY,44.35025237,6
569,IPC,27.24418411,27.10876399,27.04735798,27.15660134,SLUS-ET-004-NC-D-F,569,DIY,27.13913162,6
569,P.Mar cytb,,,,,SLUS-ET-004-NC-D-F,569,DIY,#NUM!,6
570,IPC,27.68653297,28.74574769,27.36792308,27.60523995,SLUS-ET-004-R1-D-F,570,DIY,27.84638913,6
570,P.Mar cytb,,,,,SLUS-ET-004-R1-D-F,570,DIY,#NUM!,6
571,IPC,32.02514174,31.41249701,31.35861011,31.63374527,SLUS-ET-004-R2-D-F,571,DIY,31.60641476,6
571,P.Mar cytb,,,,,SLUS-ET-004-R2-D-F,571,DIY,#NUM!,6
572,IPC,27.90848154,27.75944663,27.76428231,27.73979639,SLUS-ET-004-R3-D-F,572,DIY,27.79292038,6
572,P.Mar cytb,44.21476318,,41.21871796,43,SLUS-ET-004-R3-D-F,572,DIY,42.79339536,6
573,IPC,27.05069854,27.24928226,27.09241569,27.27000702,SLUS-ET-005-NC-D-F,573,DIY,27.16543308,6
573,P.Mar cytb,,,,,SLUS-ET-005-NC-D-F,573,DIY,#NUM!,6
574,IPC,30.86478591,30.48989881,30.24259662,30.56196548,SLUS-ET-005-R1-D-F,574,DIY,30.53900636,6
574,P.Mar cytb,,,,,SLUS-ET-005-R1-D-F,574,DIY,#NUM!,6
575,IPC,28.01163067,27.78424086,27.78233282,28.1478143,SLUS-ET-005-R2-D-F,575,DIY,27.93107033,6
575,P.Mar cytb,,,43,,SLUS-ET-005-R2-D-F,575,DIY,43,6
576,IPC,31.12827376,30.93394908,30.53119474,30.86784522,SLUS-ET-005-R3-D-F,576,DIY,30.86456278,6
576,P.Mar cytb,,,,,SLUS-ET-005-R3-D-F,576,DIY,#NUM!,6
